privince,城市,地区
山西,太原,迎泽区除高风险区外的其他地区
山西,太原,小店区盛立苑2号楼3单元
山西,太原,小店区金泉羊汤大碗面（南中环街罗马花园店）
山西,太原,清徐县除高风险区外的其他区域
山西,太原,小店区盛立苑小区（2号楼3单元除外）
山西,太原,小店区翰林华府6号楼
山西,太原,小店区李家庄村北街一巷1排2户
山西,太原,万柏林区九院403小区9号楼2单元
山西,太原,晋源区绿地世纪城2期7号楼
山西,太原,小店区山西青年职业学院家属院4号楼1单元
山西,太原,万柏林区除高风险区外其他区域
山西,太原,万柏林学院国际16A
山西,太原,晋源区万科金域蓝湾一期1号楼3单元、4单元
山西,太原,晋源区东城角村信鸽协会
山西,太原,小店区龙城天悦7号楼3单元
山西,太原,小店区保利香槟国际小区13号楼1单元
山西,太原,小店区白云小区7号楼3单元
山西,太原,尖草坪区山西时代青年信鸽公棚
山西,太原,晋源区东城角村（信鸽协会二部除外）
山西,太原,小店区鼎太风华写字楼B座4—30层
山西,太原,晋源区晋阳堡村李大志鸽棚
山西,太原,小店区驴肉火烧店(红寺街)
山西,太原,晋源区万科金域蓝湾一期6号楼
山西,太原,晋源区姚村镇盛世田园小区3号楼
山西,太原,晋源区除高风险区外其他区域
山西,太原,阳曲县除高风险区外的其他区域
山西,太原,晋源区德恒世府苑3号楼2单元
山西,太原,晋源区晋祠镇南张村大众饭店
山西,太原,晋源区义井街20号太化公司小区3号楼
山西,太原,晋源区和平南路299号龙城快捷酒店
山西,太原,晋源区丽都静林湾小区7号楼
山西,太原,小店区晋宝翔俱乐部
山西,太原,晋源区北庄头村鸽棚
山西,太原,晋源区庞家寨村羴鲜羊汤馆
山西,太原,晋源区古城营俊清羊汤馆
山西,太原,晋源区东关村邮政快递
山西,太原,晋源区东关村菜鸟驿站
山西,太原,晋源区东关村村委会
山西,太原,晋源区晋阳堡村村委会
山西,太原,小店区太航小区太航西市场
山西,太原,晋源区晋阳堡村（村委会、李大志鸽棚除外）
山西,太原,晋源区东关村（村委会、邮政快递、菜鸟驿站除外）
山西,太原,晋源区庞家寨村（羴鲜羊汤馆除外）
山西,太原,晋源区古城营村（俊清羊汤馆除外）
山西,太原,晋源区北庄头村（鸽棚除外）
山西,太原,晋源区源香小镇小区
山西,太原,小店区除高风险区外其他区域
山西,太原,晋源区万科金域蓝湾一期2号楼2单元
山西,太原,小店区龙城壹号小区3号楼1单元
山西,太原,小店区臻观苑北区8号楼6单元
山西,太原,迎泽区迎泽苑小区8号楼
山西,太原,万柏林建北413小区11号楼3单元
山西,太原,小店区保利香槟国际小区（13号楼1单元除外）
山西,太原,万柏林区九院403小区（9号楼2单元除外）
山西,太原,万柏林区建北413小区（东至建筑东巷，南至412小区，西至铁南路，北至西铭路；11号楼3单元除外）
山西,太原,万柏林区建北惠生活便民市场
山西,太原,尖草坪区镇城村朝凤锦苑小区4号楼
山西,太原,尖草坪区镇城村（朝凤锦苑小区4号楼除外）
山西,太原,万柏林区中海国际社区片区（东至玉门河快速路，南至西铭街，西至西铭路，北至安宁街；中海国际社区3期除外）
山西,太原,小店区寇庄北街21中宿舍1号楼4单元
山西,太原,晋源区绿地世纪城四期30号楼
山西,太原,尖草坪区龙聚装饰城
山西,太原,迎泽区颐园小区10号楼
山西,太原,小店区小店村凤凰南路盛安东街5号
山西,太原,迎泽区兴隆街11号5号楼A座
山西,太原,迎泽区兴隆街11号5号楼B座
山西,太原,迎泽区旧城街全顺馨城小区15号楼2单元
山西,太原,迎泽区南海东街25号楼1单元
山西,太原,迎泽区桃园四巷北一条10号院1单元
山西,太原,迎泽区水西关南街省建五公司北楼
山西,太原,迎泽区海边街8号院B座
山西,太原,迎泽区水西关街海外宿舍1号楼3单元
山西,太原,迎泽区桃园四巷32号小二楼
山西,太原,迎泽区劲松北路26号3单元
山西,太原,迎泽区惠民北巷水利厅11号院5单元
山西,太原,迎泽区新建路56号供电局小区5号楼1单元
山西,太原,迎泽区中奥名邸
山西,太原,迎泽区水西关南一巷16号院1号楼1单元
山西,太原,迎泽区水西门26号国税宿舍东单元
山西,太原,迎泽区劲松北路19号楼
山西,太原,迎泽区西海街8号院2单元
山西,太原,迎泽区海边街H酒店
山西,太原,迎泽区景观新贵豪庭小区b座
山西,太原,迎泽区新城南街小区18号院4号楼
山西,太原,迎泽区财大北校宿舍3号楼
山西,太原,迎泽区朝阳小区4号楼
山西,太原,迎泽区景泰花苑5号楼3单元
山西,太原,迎泽区康乐街46号院2号楼3单元
山西,太原,迎泽区双塔东街文汇商务大厦A座七层以上楼层
山西,太原,杏花岭区胜利街306号物资局宿舍2号楼2单元
山西,太原,杏花岭区大东关宜家上东城7号楼
山西,太原,杏花岭区国樾龙城C区27号楼1单元
山西,太原,杏花岭区小沟坡东街瑞生佳园4号1单元
山西,太原,杏花岭区大同路德祥六院6号楼
山西,太原,杏花岭区天地坛小区5号楼
山西,太原,杏花岭区半坡西街60号税务局宿舍4单元
山西,太原,杏花岭区建设北路209号院1号楼1单元
山西,太原,杏花岭区璞园小区7号楼4单元
山西,太原,杏花岭区中车国际1期3号楼1单元
山西,太原,杏花岭区华聚苑A区7号楼院内车库南楼
山西,太原,杏花岭区米拉公寓
山西,太原,杏花岭区羊市街西侧11号楼2单元
山西,太原,杏花岭区绿景未来城7号楼2单元
山西,太原,杏花岭区半坡街菜市场居民楼3单元
山西,太原,杏花岭区清华苑1号楼2单元
山西,太原,万柏林香悦澜溪小区B座
山西,太原,万柏林新庄南小区2号楼
山西,太原,万柏林丽水苑1号楼
山西,太原,万柏林夏威夷小区7号楼
山西,太原,万柏林中海寰宇小区8号楼
山西,太原,万柏林南寒圣都4号楼3单元
山西,太原,万柏林西华苑19号楼1单元
山西,太原,万柏林万科金域华府小区6号楼1单元
山西,太原,杏花岭区除高风险外其他地区
山西,太原,尖草坪区除高风险区外的其他地区
山西,太原,小店区平阳路街道
山西,太原,杏花岭区北大街87号回迁房46号楼
山西,太原,晋源区怡佳天一城6号楼
山西,晋中,寿阳县除中风险区外的其他地区
山西,晋中,平遥县铁北东街区域（东至铁北东街南6米道<不含>、南至铁北东街南2巷<含>、西至铁北东街南4米道<不含>、北至铁北东街南4巷<含>）
山西,晋中,平遥县新华北街区域（东至新华北街6米道<不含>、南至新华北街西3巷<含>、西至园丁南路<不含>、北至上西关街<不含>）
山西,晋中,平遥县果子沟村
山西,晋中,平遥县城东街道办事处城南小区
山西,晋中,平遥县城西街道煤化小区
山西,晋中,平遥县卜宜乡青龙村
山西,晋中,平遥县段村镇段村
山西,晋中,平遥县全县域除高风险区域外
山西,晋中,平遥县古陶镇柳西花园小区
山西,晋中,平遥县卜宜乡东卜宜村
山西,晋中,平遥县军寨村
山西,晋中,平遥县神南村
山西,晋中,平遥县段村镇南羌村
山西,晋中,平遥县古陶镇城南堡村富城家园小区
山西,晋中,平遥县城西街道职教艺墅小区
山西,晋中,平遥县卜宜乡明子村
山西,晋中,平遥县梁家滩村
山西,晋中,平遥县永城村
山西,晋中,平遥县东坡村
山西,晋中,平遥县段村镇七洞村
山西,晋中,平遥县南常村
山西,晋中,平遥县襄垣乡襄垣村
山西,晋中,平遥县中都乡桥头村
山西,晋中,平遥县昌源街区域（东至康宁路以西第三条南北巷<不含>、西至春蕾路<不含>、南至昌源西街<含>、北至昌源街北三巷<不含>）
山西,晋中,平遥县曙光高层小区
山西,晋中,平遥县北城新庄村
山西,晋中,平遥县古陶镇干坑村
山西,晋中,平遥县城西街道永安小区
山西,晋中,平遥县富瑞一期二期小区
山西,晋中,平遥县城东街道秋雨二期小区
山西,晋中,平遥县城东街道曙光花园小区
山西,晋中,平遥县城东街道新晋大院小区
山西,晋中,榆社县除高风险区外的其他地区
山西,晋中,介休市除高风险区外的其他地区
山西,晋中,左权县除高风险区外的其他地区
山西,晋中,平遥县卜宜乡东胡村
山西,晋中,平遥县南政乡东刘村
山西,晋中,太谷区除高风险区以外的区域为低风险区
山西,晋中,昔阳县除高风险区以外的区域
山西,吕梁,文水县西槽头乡百金堡村
山西,吕梁,文水县孝义镇孝义村
山西,吕梁,文水县凤城镇金凤嘉苑小区
山西,吕梁,文水县除高风险区域外的其他地区
山西,吕梁,文水县刘胡兰镇城子村
山西,吕梁,文水县刘胡兰镇保贤村
山西,阳泉,城区除高风险外的其他地区
山西,阳泉,高新区东城水岸小区8号楼2单元
山西,阳泉,高新区除高风险区外的其他地区
山西,阳泉,矿区除高风险外的其他地区
山西,阳泉,平定县除高风险外的其他地区
山西,大同,广灵县除高风险外的其他地区
山西,大同,云冈区除高风险以外的区域为低风险
山西,大同,平城区除高风险区外的其他地区
山西,大同,天镇县除高风险外的其他地区
山西,朔州,应县8号快递门市
山西,朔州,朔城区高风险区以外的其他区域
山西,朔州,应县万家批发超市(塔西)
山西,朔州,应县五女凉粉店
山西,朔州,应县包子铺(二环路十字路口)
山西,朔州,应县头领理发店
山西,朔州,应县小宫烟酒(二环路)
山西,朔州,应县小段门诊
山西,朔州,应县箭牌卫浴商铺
山西,朔州,应县张三批发水果店
山西,朔州,应县新世纪对面裁缝店
山西,朔州,应县曹状元店铺
山西,朔州,应县杜二水产店
山西,朔州,应县棉太太家纺门市
山西,朔州,应县椒大叔麻辣烫店
山西,朔州,应县海洋水产
山西,朔州,应县王建梁瓜果批发
山西,朔州,应县甘斐烟酒门市
山西,朔州,应县白马石羊肉馆
山西,朔州,应县盛世明皇地砖店
山西,朔州,应县过桥米线(颐塔街北十字路口)
山西,朔州,应县鹏飞打印店(二中附近)
山西,朔州,应县除高风险区外的其他地区
山西,朔州,应县鼎力全屋定制店（信誉商厦南）
山西,朔州,应县炫丽内衣店
山西,朔州,应县意尔康鞋店 (应百附近)
山西,朔州,应县新兴鞋店
山西,朔州,应县旧街小杂粮店面
山西,朔州,应县东关红娃门市(旧食品公司十字路口 )
山西,朔州,应县小郭门市
山西,运城,盐湖区关公大酒店
山西,运城,盐湖区金沙会馆（山西省运城市条山街88号）
山西,运城,盐湖区除高风险区以外其他区域
山西,运城,盐湖区北城街道办干河新村
山西,运城,盐湖区北城街道办北苑新村
山西,运城,盐湖区大渠街道办运金路鸿运喜宴
山西,运城,盐湖区大渠街道办寺北村九组曲某某所在巷道
山西,运城,盐湖区东城街道办槐豫东路4巷12号
山西,运城,盐湖区东城街道办逸夫小学
山西,运城,盐湖区安邑街道办库东路尚东商务写字楼对面邢师饺子馆
山西,运城,盐湖区大渠街道办北城印象阳博超市
山西,运城,盐湖区大渠街道办北城印象门口王笑便利店
山西,运城,盐湖区大渠街道办北城印象萌萌超市
山西,运城,盐湖区安邑街道办凤鸣苑18号楼1单元
山西,运城,盐湖区安邑街道办库东路下沉广场瘦吧店
山西,运城,盐湖区安邑街道办库东路冲鸡力饭店
山西,运城,盐湖区安邑街道办库东路河东故事晋味餐厅
山西,运城,盐湖区安邑街道办库东路尚东商务写字楼
山西,运城,盐湖区北城街道办槐中北路建材巷（36、38、40、42号）
山西,运城,盐湖区西城街道办西城派出所附近扬子便利店
山西,运城,盐湖区安邑街道办库东路真是便利店
山西,运城,盐湖区北相镇侯家卓村运鹏烟酒副食店
山西,运城,盐湖区东城街道办南风广场水晶服饰
山西,运城,盐湖区东城街道办鑫源服装城
山西,运城,盐湖区东城街道办鑫源服装城门口蜜雪冰城店
山西,运城,盐湖区冯村乡北畔村
山西,运城,绛县除高风险区外的其他地区
山西,运城,芮城县除高风险区外的其他区域
山西,临汾,侯马市除高风险区外的其他地区
山西,临汾,浮山县除高风险区外的其他地区
山西,临汾,尧都区除高风险区外的其他地区
山西,忻州,忻府区除高风险区域以外的其他地区
山西,忻州,神池县内除已划定的高风险之外的区域
山西,忻州,定襄县除上述高风险区域以外的其他地区
山西,忻州,五寨县除高风险区域以外的其他地区
山西,忻州,繁峙县繁城镇除新国税小区以外区域
山西,忻州,代县阳明堡镇七里铺村除高风险以外地区
山西,忻州,五台县除高风险外的其他地区
山西,忻州,代县上馆镇五里村
山西,忻州,代县阳明堡镇马站村
山西,忻州,代县阳明堡镇古城村
山西,忻州,代县除高风险区外的其他地区
山西,忻州,繁峙县除高风险区外的其他地区
山西,忻州,宁武县除已划定的高风险外的区域
山西,晋城,高平市除高风险外的其他地区
山西,长治,潞城区除高风险区以外区域
云南,文山,富宁县除高风险区外其他区域
云南,临沧,双江县除高风险区外其他区域
云南,玉溪,华宁县除高风险区外其他区域
云南,曲靖,麒麟区除高风险区外其他区域
云南,曲靖,沾益区除高风险区外其他区域
云南,曲靖,宣威市除高风险区外其他区域
云南,曲靖,富源县除高风险区外其他区域
云南,昆明,官渡区除高风险区外的其他区域
云南,昆明,经开区除高风险区外其他区域
云南,昆明,五华区管理范围内除高风险区外的其他区域
云南,昆明,盘龙区管理范围内除高风险区外的其他区域
云南,昆明,西山区管理范围内除高风险区外的其他区域
云南,昆明,呈贡区管理范围内除高风险区外的其他区域
云南,昆明,晋宁区管理范围内除高风险区外的其他区域
云南,昆明,安宁市管理范围内除高风险区外的其他区域
云南,昆明,嵩明县管理范围内除高风险区外的其他区域
云南,昆明,石林县管理范围内除高风险区外的其他区域
云南,红河,泸西县除高风险区域以外的其他区域
云南,德宏,瑞丽市除高风险地区外地区区域
云南,德宏,陇川县除高风险区外其他区域
云南,德宏,盈江县除高风险区外其他区域
云南,昭通,鲁甸县县内全域
云南,昭通,巧家县除高风险区外其他区域
甘肃,白银,会宁县其他区域
甘肃,白银,景泰县其他区域
甘肃,白银,靖远县其他区域
甘肃,兰州,七里河区其他区域
甘肃,兰州,城关区其他区域
甘肃,兰州,榆中县其他区域
甘肃,兰州,西固区其他区域
甘肃,兰州,安宁区其他区域
甘肃,兰州,红古区其他区域
甘肃,兰州,高新区其他区域
甘肃,武威,凉州区其他区域
甘肃,嘉峪关,嘉峪关市其他区域
甘肃,庆阳,西峰区其他区域
甘肃,甘南,舟曲县其他区域
甘肃,临夏,临夏市其他区域
甘肃,天水,麦积区其他区域
重庆,重庆,巴南区花溪街道宗申金蓝湾1期5栋
重庆,重庆,巴南区李家沱街道康平路93号
重庆,重庆,巴南区龙洲湾街道颜龙山水7幢
重庆,重庆,大渡口区茄子溪街道惠丰社区H18小区3栋
重庆,重庆,涪陵区荔枝街道建涪社区育才路13号邮电新村小区1—6栋
重庆,重庆,开州区汉丰街道、文峰街道、云枫街道除已划定高风险区以外的其他区域。
重庆,重庆,璧山区大路街道正兴镇卫寺村2组
重庆,重庆,万盛经开区万盛街道国能天街棒骨时代自助火锅
重庆,重庆,大渡口区跳磴镇跳磴蓝沁苑8栋
重庆,重庆,长寿区菩提街道时代国际（朝阳路333号）1栋
重庆,重庆,南岸区除高风险区、临时管控区以外的其他区域
重庆,重庆,大足区万古镇石牛村9组8号
重庆,重庆,开州区文峰街道中吉社区东城国际2栋
重庆,重庆,璧山区璧城街道璧玉城3栋
重庆,重庆,万盛区万东镇海棠晓月小区18号楼1单元
重庆,重庆,大足区龙水镇幸光路500号
重庆,重庆,万州区龙都街道厦门大道99号3号楼
重庆,重庆,大渡口区九宫庙街道湖榕锦苑1栋
重庆,重庆,永川区大安街道永能小区10单元
重庆,重庆,合川区除高风险区外的其他区域为低风险区
重庆,重庆,巴南区龙洲湾街道万达金街辣叁巡火锅（渝南大道299号）
重庆,重庆,璧山区大路街道团坝村大团金属冲压厂
重庆,重庆,璧山区大路街道团坝村宗铭冲压厂
重庆,重庆,大渡口区春晖路街道秋实春华4栋1单元
重庆,重庆,巴南南泉街道和平村和平新村I幢
重庆,重庆,巴南区李家沱街道亲和佳苑1栋
重庆,重庆,永川区大安街道唐仁家苑小区12栋
重庆,重庆,北碚区蔡家岗街道碚都佳园B区3栋
重庆,重庆,大渡口区春晖路街道千禧花园8栋1单元
重庆,重庆,开州区文峰街道三中社区728号1栋
重庆,重庆,巴南区花溪街道工业园区建设大道20号
重庆,重庆,万州区太白街道北滨大道二段1011号移民小区1号楼1单元
重庆,重庆,大渡口区跃进村街道跃进路17号缤纷时代A、B栋
重庆,重庆,大渡口区跃进村街道泽科御峰2栋
重庆,重庆,巴南区李家沱街道宏源小区22栋
重庆,重庆,大渡口区茄子溪街道申佳子溪苑9栋
重庆,重庆,璧山区璧城街道兴旺正街长城驾校187号2单元
重庆,重庆,璧山区大路街道北街惠每家超市（俞锐超市）
重庆,重庆,开州区文峰街道天鹅湖社区侨城半岛1栋、8栋
重庆,重庆,大渡口区八桥镇中交丽景5期7栋
重庆,重庆,巴南区物流基地李队长老火锅（巴南区348国道与公平立交交叉口南360米）
重庆,重庆,大渡口区春晖路街道锦天康都1栋
重庆,重庆,大渡口区春晖路街道天辰美苑5栋
重庆,重庆,大渡口区跃进村街道大堰二村2号3单元
重庆,重庆,璧山区大路街道红石南街112号
重庆,重庆,璧山区大路街道南街198号附34号
重庆,重庆,大渡口区跃进村街道渝钢村68栋
重庆,重庆,大渡口区九宫庙街道金科博翠长江1栋
重庆,重庆,潼南区桂林街道除高风险区外的区域为低风险区。
重庆,重庆,大渡口区春晖路街道国瑞城2期2栋
重庆,重庆,璧山区璧泉街道永嘉大道风栖谷小区1栋
重庆,重庆,巴南区龙洲湾街道联发龙洲湾一号A区5栋
重庆,重庆,北碚区蔡家岗街道旭辉朗悦郡2栋、21栋
重庆,重庆,北碚区歇马街道幸福家园小区4栋、8栋
重庆,重庆,巴南区物流基地木洞镇尚盟A区22栋
重庆,重庆,永川区大安街道奥韵雅苑小区6栋
重庆,重庆,北碚区北温泉街道状元府第1栋
重庆,重庆,秀山县乌杨街道乌杨社区第一安置点13栋1单元
重庆,重庆,璧山区璧泉街道凤凰城14栋
重庆,重庆,璧山区璧泉街道沿河西路南段74号1栋
重庆,重庆,万盛经开区万东镇阳光花园小区1栋
重庆,重庆,大足区石马镇场镇范围
重庆,重庆,北碚区蔡家岗街道汪家堡社区1区6栋
重庆,重庆,巴南区龙洲湾街道万达金街定山城老火锅
重庆,重庆,大渡口区九宫庙街道洄龙苑6号楼
重庆,重庆,长寿石堰镇兴隆村、新滩村、朝阳村、高庙村、新寨村和兴庄村除上述及已划定高风险区以外的其他区域。
重庆,重庆,北碚区北温泉街道状元府第13栋
重庆,重庆,大渡口区八桥镇盛世龙都A区3栋
重庆,重庆,江北区石马河街道、大石坝街道除上述已划定中风险区以外的其他区域。
重庆,重庆,大渡口区九宫庙街道仁有逸景2栋、3栋
重庆,重庆,大渡口区茄子溪街道融创春晖十里印象茶楼
重庆,重庆,巴南区李家沱街道恒大城二期36栋
重庆,重庆,大渡口区九宫庙街道新工二村79栋
重庆,重庆,大渡口区九宫庙街道天安珑园1栋
重庆,重庆,巴南区鱼洞街道江洲路7号1单元
重庆,重庆,开州区雪宝山镇罗家村4组20号
重庆,重庆,璧山区青杠街道方莱克模具厂宿舍（塘坊西五路）
重庆,重庆,巴南区龙洲湾街道龙海社区典雅中央广场小区B4栋
重庆,重庆,大渡口区春晖路街道晋愉绿岛3栋
重庆,重庆,璧山区璧泉街道剑山路两山景苑5栋
重庆,重庆,大渡口区新山村街道建设村26栋
重庆,重庆,江津区圣泉街道除上述已划定高风险区以外的其他区域
重庆,重庆,大渡口区跃进村街道跃进村47栋3单元
重庆,重庆,江北区华新街街道、寸滩街道除上述已划定中风险区以外的其他区域。
重庆,重庆,大渡口区建胜镇百佳园社区西城佳园10栋
重庆,重庆,巴南区花溪街道燕岺社区东海定南山40栋
重庆,重庆,巴南区花溪街道狮子坪社区珠江城D区4栋
重庆,重庆,永川区大安街道恒鑫豪庭小区A栋
重庆,重庆,大渡口区九宫庙街道顶福天际1栋
重庆,重庆,巴南区麻柳嘴镇：感应村1组
重庆,重庆,璧山区青杠街道何勇中医诊所（双朝北路2号）
重庆,重庆,巴南区龙洲湾街道龙井佳园5栋
重庆,重庆,北碚区北温泉街道缙泉路99号
重庆,重庆,大渡口区建胜镇百佳园社区西城佳园6栋
重庆,重庆,永川区中山路街道全域（高风险区除外）
重庆,重庆,开州区金州社区春天花园B3栋
重庆,重庆,巴南区物流基地玻璃门窗市场881-19
重庆,重庆,巴南区鱼洞街道鲁能南渝星城9栋
重庆,重庆,渝北区龙山街道、龙塔街道、双凤桥街道、两路街道除上述中风险区以外的区域。
重庆,重庆,巴南区龙洲湾街道仙居山陵园
重庆,重庆,巴南区龙洲湾街道协信星澜汇味当年火锅店
重庆,重庆,巴南区龙洲湾街道渝南大道659号
重庆,重庆,璧山区璧泉街道碧波水岸小区4栋
重庆,重庆,万盛经开区万东镇渝南明珠小区5栋
重庆,重庆,永川区青峰镇青峰场社区永青苑12栋
重庆,重庆,大渡口区九宫庙街道荣涛丽苑1栋
重庆,重庆,大渡口区八桥镇中交丽景1期6栋
重庆,重庆,北碚区蔡家岗街道山水庭源5栋
重庆,重庆,璧山区青杠街道比比Q小吃店（中大街276号）
重庆,重庆,大渡口区八桥镇盛世融城A区
重庆,重庆,大渡口区八桥镇华宇观澜华府7栋
重庆,重庆,璧山区璧城街道皮革二区塘湾街20号、42号
重庆,重庆,璧山区璧泉街道人才公寓19栋
重庆,重庆,北碚区水土街道中机中联工程有限公司项目部工地
重庆,重庆,璧山区大路街道重庆宜尔雅门窗幕墙有限公司
重庆,重庆,北碚区蔡家岗街道光瑞万和世家B区2栋1单元
重庆,重庆,北碚区北温泉街道团山一路21号6单元
重庆,重庆,大渡口区春晖路街道旅游学校教师楼A栋
重庆,重庆,北碚区北温泉街道桂香苑3栋
重庆,重庆,万盛经开区万盛街道国能天街7栋
重庆,重庆,大渡口区八桥镇雅居乐二期1栋
重庆,重庆,北碚区复兴街道除中风险区及临时管控区以外的其它区域
重庆,重庆,北碚区童家溪镇除中风险区及临时管控区以外的其它区域
重庆,重庆,大渡口区春晖路街道御景天都6栋
重庆,重庆,北碚区北温泉街道团山一路18号3单元
重庆,重庆,璧山区大路街道文曲街72号
重庆,重庆,江北区江北城街道除上述已划定高风险区以外的其他区域
重庆,重庆,大渡口区新山村街道铺金昊城
重庆,重庆,北碚区歇马街道人和村板栗湾组29号
重庆,重庆,沙坪坝区歌乐山街道、小龙坎街道、覃家岗街道、丰文街道、渝碚路街道、新桥街道、沙坪坝街道、井口街道、童家桥街道、磁器口街道、山洞街道、天星桥街道、土湾街道、石井坡街道、土主街道、青木关镇、​双碑街道、陈家桥街道、中梁镇、联芳街道除已划定的高中风险区以外的区域
重庆,重庆,璧山区璧城街道沿河西路南段建行家属院4栋
重庆,重庆,长寿区菩提街道中央公园二组团2栋（桃西二支路88号）
重庆,重庆,璧山区璧泉街道秀湖鹭岛85栋
重庆,重庆,北碚区童家溪镇同兴正街
重庆,重庆,北碚区蔡家岗街道高风险区及临时管控区以外的其它区域
重庆,重庆,大渡口区跃进村街道革新村2栋3单元
重庆,重庆,北碚区歇马街道海上海小区2栋
重庆,重庆,北碚区歇马街道紫云台五组团1栋1单元、4栋2单元
重庆,重庆,大渡口区八桥镇半岛逸景A组团11栋
重庆,重庆,璧山区黛山壹品小区
重庆,重庆,璧山区新塔还建房13栋
重庆,重庆,璧山区大兴镇大鹏场街115号-135号
重庆,重庆,璧山区璧泉街道瀛嘉天下水岸国际5栋
重庆,重庆,巴南区龙洲湾街道旭辉城3期14栋
重庆,重庆,大渡口区八桥镇东海阿特豪斯7栋
重庆,重庆,璧山区璧城街道金山水岸11栋4单元
重庆,重庆,大渡口区春晖路街道蓝谷小镇18栋
重庆,重庆,大渡口区春晖路街道国瑞城1期2栋
重庆,重庆,大渡口区春晖路街道蓝馨园1栋1单元
重庆,重庆,大渡口区八桥镇半岛逸景A组团9栋
重庆,重庆,九龙坡区华岩镇除高风险区及相关临时管控区以外区域
重庆,重庆,九龙坡区杨家坪街道除高风险区及相关临时管控区以外区域
重庆,重庆,九龙坡区九龙街道除高风险区及相关临时管控区以外区域
重庆,重庆,九龙坡区石坪桥街道除高风险区及相关临时管控区以外区域
重庆,重庆,九龙坡区中梁山街道除高风险区及相关临时管控区以外区域
重庆,重庆,九龙坡区二郎街道除高风险区及相关临时管控区以外区域
重庆,重庆,九龙坡区渝州路街道除高风险区及相关临时管控区以外区域
重庆,重庆,九龙坡区石桥铺街道街道除高风险区及相关临时管控区以外区域
重庆,重庆,九龙坡区黄桷坪街道除高风险区及相关临时管控区以外区域
重庆,重庆,九龙坡区西彭镇除高风险区及相关临时管控区以外区域
重庆,重庆,九龙坡区铜罐驿镇除中高风险区及相关临时管控区以外区域
重庆,重庆,巫溪县柏杨街道建委二小区2单元
重庆,重庆,北碚区童家溪镇同兴南路2号
重庆,重庆,北碚区童家溪镇同兴横街2号
重庆,重庆,北碚区童家溪镇马山垭社区佘家河12号
重庆,重庆,北碚区童家溪镇同兴村水口社47号
重庆,重庆,开州区文峰街道天鹅湖社区锦程路东一街88号
重庆,重庆,北碚区童家溪镇同兴北路6号世林机械
重庆,重庆,北碚区北温泉街道缙泉路97号
重庆,重庆,大渡口跃进村街道跃进村102栋1单元
重庆,重庆,大渡口区跃进村街道大堰一村50栋2单元
重庆,重庆,大渡口区九宫庙街道钢花路848号
重庆,重庆,大渡口区新山村街道江上新都
重庆,重庆,大渡口区春晖路街道御景天都4栋
重庆,重庆,巴南区龙洲湾街道风花树13栋
重庆,重庆,九龙坡区谢家湾街道除高风险区及相关临时管控区以外区域
重庆,重庆,大渡口区春晖路街道春晖花园8栋
重庆,重庆,璧山区大路街道高拱村4组
重庆,重庆,璧山区大路街道团坝村5组、7组
重庆,重庆,大渡口区跃进村街道蓝光御江台一期1、2栋
重庆,重庆,大渡口区九宫庙街道元尚元1栋、2栋
重庆,重庆,大渡口区九宫庙街道仁有逸景1栋
重庆,重庆,巴南李家沱街道东邦小悦湾4栋
重庆,重庆,璧山区璧泉街道万承精密电子有限公司
重庆,重庆,璧山区璧泉街道太阳堡公租房3栋
重庆,重庆,璧山区璧城街道璧渝路石油公司家属院3栋（璧渝路215号）
重庆,重庆,璧山区青杠街道重庆华孚工业股份有限公司塘坊工厂
重庆,重庆,璧山区重庆特奇机电有限公司（含厂房、3栋宿舍楼）
重庆,重庆,大渡口区跳蹬镇幸福华庭C组团1栋
